order_id,timestamp,day_of_week,is_weekend,weather,location,item_name,quantity,item_price,total_price
ORD101198,2026-03-13 13:19:00.682584,Friday,0,Clear,Whitefield,Chicken Bharta,3,250,750
ORD101199,2026-03-13 22:16:00.682584,Friday,0,Clear,Indraninagar,Momo,3,120,360
ORD101200,2026-03-13 21:24:00.682584,Friday,0,Clear,Indraninagar,Cold Drink,3,60,180
ORD101201,2026-03-13 14:58:00.682584,Friday,0,Clear,HSR Layout,Aloo Paratha,3,30,90
ORD101202,2026-03-13 19:03:00.682584,Friday,0,Clear,Indraninagar,Chicken Bharta,2,250,500
ORD101203,2026-03-13 21:50:00.682584,Friday,0,Clear,Koramangala,Momo,2,120,240
ORD101204,2026-03-13 14:25:00.682584,Friday,0,Clear,Koramangala,Momo,4,120,480
ORD101205,2026-03-13 21:02:00.682584,Friday,0,Clear,Koramangala,Momo,2,120,240
ORD101206,2026-03-13 19:06:00.682584,Friday,0,Clear,Whitefield,Biriyani,1,260,260
ORD101207,2026-03-13 19:14:00.682584,Friday,0,Clear,Koramangala,Chicken Bharta,2,250,500
ORD101208,2026-03-13 23:04:00.682584,Friday,0,Clear,Whitefield,Biriyani,3,260,780
ORD101209,2026-03-13 21:28:00.682584,Friday,0,Clear,Indraninagar,Biriyani,1,260,260
ORD101210,2026-03-13 13:07:00.682584,Friday,0,Clear,Whitefield,Cold Drink,4,60,240
ORD101211,2026-03-13 19:37:00.682584,Friday,0,Clear,Indraninagar,Cold Drink,1,60,60
ORD101212,2026-03-13 14:58:00.682584,Friday,0,Clear,HSR Layout,Aloo Paratha,4,30,120
ORD101213,2026-03-13 20:00:00.682584,Friday,0,Clear,Indraninagar,Chicken Bharta,3,250,750
ORD101214,2026-03-13 17:09:00.682584,Friday,0,Clear,Indraninagar,Cold Drink,3,60,180
ORD101215,2026-03-13 13:05:00.682584,Friday,0,Clear,Whitefield,Chicken Bharta,2,250,500
ORD101216,2026-03-13 14:45:00.682584,Friday,0,Clear,HSR Layout,Fish Finger,1,70,70
ORD101217,2026-03-13 11:02:00.682584,Friday,0,Clear,Whitefield,Momo,1,120,120
ORD101218,2026-03-13 22:22:00.682584,Friday,0,Clear,Indraninagar,Fish Finger,4,70,280
ORD101219,2026-03-13 14:41:00.682584,Friday,0,Clear,Indraninagar,Aloo Paratha,1,30,30
ORD101220,2026-03-13 15:06:00.682584,Friday,0,Clear,Whitefield,Momo,4,120,480
ORD101221,2026-03-13 22:15:00.682584,Friday,0,Clear,Indraninagar,Aloo Paratha,1,30,30
ORD101222,2026-03-13 14:54:00.682584,Friday,0,Clear,Whitefield,Cold Drink,1,60,60
ORD101223,2026-03-13 15:34:00.682584,Friday,0,Clear,Indraninagar,Cold Drink,3,60,180
ORD101224,2026-03-13 16:07:00.682584,Friday,0,Clear,Koramangala,Aloo Paratha,1,30,30
ORD101225,2026-03-13 15:17:00.682584,Friday,0,Clear,Koramangala,Fish Finger,3,70,210
ORD101226,2026-03-13 13:48:00.682584,Friday,0,Clear,Koramangala,Fish Finger,3,70,210
ORD101227,2026-03-13 19:37:00.682584,Friday,0,Clear,HSR Layout,Biriyani,2,260,520
ORD101228,2026-03-13 20:04:00.682584,Friday,0,Clear,Koramangala,Fish Finger,4,70,280
ORD101229,2026-03-13 19:36:00.682584,Friday,0,Clear,Whitefield,Aloo Paratha,4,30,120
ORD101230,2026-03-13 21:52:00.682584,Friday,0,Clear,Whitefield,Momo,2,120,240
ORD101231,2026-03-13 20:00:00.682584,Friday,0,Clear,Indraninagar,Momo,4,120,480
ORD101232,2026-03-13 14:57:00.682584,Friday,0,Clear,Koramangala,Cold Drink,3,60,180
ORD101233,2026-03-13 11:41:00.682584,Friday,0,Clear,Indraninagar,Cold Drink,1,60,60
ORD101234,2026-03-13 19:46:00.682584,Friday,0,Clear,HSR Layout,Cold Drink,1,60,60
ORD101235,2026-03-13 11:15:00.682584,Friday,0,Clear,Whitefield,Momo,2,120,240
ORD101236,2026-03-13 21:25:00.682584,Friday,0,Clear,Indraninagar,Momo,2,120,240
ORD101237,2026-03-13 20:29:00.682584,Friday,0,Clear,Whitefield,Momo,3,120,360
ORD101238,2026-03-13 11:44:00.682584,Friday,0,Clear,Indraninagar,Aloo Paratha,1,30,30
ORD101239,2026-03-13 18:37:00.682584,Friday,0,Clear,Whitefield,Biriyani,1,260,260
ORD101240,2026-03-13 21:50:00.682584,Friday,0,Clear,Koramangala,Aloo Paratha,3,30,90
ORD101241,2026-03-13 13:56:00.682584,Friday,0,Clear,Indraninagar,Chicken Bharta,2,250,500
ORD101242,2026-03-13 19:13:00.682584,Friday,0,Clear,Whitefield,Momo,1,120,120
ORD101243,2026-03-13 22:34:00.682584,Friday,0,Clear,HSR Layout,Momo,3,120,360
ORD101244,2026-03-13 20:29:00.682584,Friday,0,Clear,Whitefield,Chicken Bharta,1,250,250
ORD101245,2026-03-13 21:08:00.682584,Friday,0,Clear,HSR Layout,Fish Finger,2,70,140
ORD101246,2026-03-13 20:19:00.682584,Friday,0,Clear,HSR Layout,Fish Finger,2,70,140
ORD101247,2026-03-13 14:49:00.682584,Friday,0,Clear,Indraninagar,Chicken Bharta,2,250,500
ORD101248,2026-03-13 18:21:00.682584,Friday,0,Clear,Indraninagar,Cold Drink,2,60,120
ORD101249,2026-03-13 20:01:00.682584,Friday,0,Clear,Whitefield,Fish Finger,2,70,140
ORD101250,2026-03-13 21:01:00.682584,Friday,0,Clear,Whitefield,Aloo Paratha,2,30,60
ORD101251,2026-03-13 19:16:00.682584,Friday,0,Clear,Indraninagar,Aloo Paratha,2,30,60
ORD101252,2026-03-13 14:17:00.682584,Friday,0,Clear,Indraninagar,Fish Finger,1,70,70
ORD101253,2026-03-13 14:58:00.682584,Friday,0,Clear,Koramangala,Biriyani,2,260,520
ORD101254,2026-03-13 13:51:00.682584,Friday,0,Clear,HSR Layout,Fish Finger,2,70,140
ORD101255,2026-03-13 21:46:00.682584,Friday,0,Clear,Koramangala,Cold Drink,3,60,180
ORD101256,2026-03-13 23:10:00.682584,Friday,0,Clear,HSR Layout,Fish Finger,2,70,140
ORD101257,2026-03-13 16:06:00.682584,Friday,0,Clear,Koramangala,Cold Drink,1,60,60
ORD101258,2026-03-13 13:59:00.682584,Friday,0,Clear,HSR Layout,Chicken Bharta,2,250,500
ORD101259,2026-03-13 11:53:00.682584,Friday,0,Clear,Whitefield,Momo,1,120,120
ORD101260,2026-03-13 16:36:00.682584,Friday,0,Clear,HSR Layout,Momo,4,120,480
ORD101261,2026-03-13 14:02:00.682584,Friday,0,Clear,Indraninagar,Biriyani,4,260,1040
ORD101262,2026-03-13 14:09:00.682584,Friday,0,Clear,Koramangala,Biriyani,4,260,1040
ORD101263,2026-03-13 20:51:00.682584,Friday,0,Clear,Koramangala,Biriyani,1,260,260
ORD101264,2026-03-13 14:56:00.682584,Friday,0,Clear,Whitefield,Momo,3,120,360
ORD101265,2026-03-13 11:09:00.682584,Friday,0,Clear,Koramangala,Cold Drink,4,60,240
ORD101266,2026-03-13 22:07:00.682584,Friday,0,Clear,HSR Layout,Biriyani,3,260,780
ORD101267,2026-03-13 14:41:00.682584,Friday,0,Clear,Whitefield,Cold Drink,2,60,120
ORD101268,2026-03-13 20:49:00.682584,Friday,0,Clear,Koramangala,Biriyani,2,260,520
ORD101269,2026-03-13 13:29:00.682584,Friday,0,Clear,HSR Layout,Aloo Paratha,2,30,60
ORD101270,2026-03-13 20:30:00.682584,Friday,0,Clear,HSR Layout,Aloo Paratha,3,30,90
ORD101271,2026-03-13 22:37:00.682584,Friday,0,Clear,Indraninagar,Cold Drink,2,60,120
ORD101272,2026-03-13 21:58:00.682584,Friday,0,Clear,Whitefield,Momo,4,120,480
ORD101273,2026-03-13 22:43:00.682584,Friday,0,Clear,HSR Layout,Momo,2,120,240
ORD101274,2026-03-13 19:00:00.682584,Friday,0,Clear,Whitefield,Aloo Paratha,3,30,90
ORD101275,2026-03-13 22:27:00.682584,Friday,0,Clear,Indraninagar,Chicken Bharta,3,250,750
ORD101276,2026-03-13 18:17:00.682584,Friday,0,Clear,HSR Layout,Chicken Bharta,1,250,250
ORD101277,2026-03-14 22:17:00.682584,Saturday,1,Sunny,Koramangala,Chicken Bharta,1,250,250
ORD101278,2026-03-14 21:06:00.682584,Saturday,1,Sunny,Koramangala,Momo,1,120,120
ORD101279,2026-03-14 18:23:00.682584,Saturday,1,Sunny,HSR Layout,Aloo Paratha,3,30,90
ORD101280,2026-03-14 23:26:00.682584,Saturday,1,Sunny,Indraninagar,Chicken Bharta,1,250,250
ORD101281,2026-03-14 19:36:00.682584,Saturday,1,Sunny,Koramangala,Momo,1,120,120
ORD101282,2026-03-14 19:16:00.682584,Saturday,1,Sunny,HSR Layout,Aloo Paratha,3,30,90
ORD101283,2026-03-14 15:26:00.682584,Saturday,1,Sunny,Koramangala,Fish Finger,2,70,140
ORD101284,2026-03-14 19:03:00.682584,Saturday,1,Sunny,Koramangala,Chicken Bharta,3,250,750
ORD101285,2026-03-14 22:01:00.682584,Saturday,1,Sunny,Indraninagar,Aloo Paratha,2,30,60
ORD101286,2026-03-14 23:48:00.682584,Saturday,1,Sunny,Koramangala,Fish Finger,4,70,280
ORD101287,2026-03-14 17:49:00.682584,Saturday,1,Sunny,Indraninagar,Momo,2,120,240
ORD101288,2026-03-14 18:07:00.682584,Saturday,1,Sunny,Indraninagar,Chicken Bharta,4,250,1000
ORD101289,2026-03-14 15:03:00.682584,Saturday,1,Sunny,Indraninagar,Fish Finger,2,70,140
ORD101290,2026-03-14 19:26:00.682584,Saturday,1,Sunny,Indraninagar,Momo,1,120,120
ORD101291,2026-03-14 22:53:00.682584,Saturday,1,Sunny,Indraninagar,Cold Drink,3,60,180
ORD101292,2026-03-14 11:07:00.682584,Saturday,1,Sunny,HSR Layout,Aloo Paratha,2,30,60
ORD101293,2026-03-14 21:31:00.682584,Saturday,1,Sunny,HSR Layout,Aloo Paratha,3,30,90
ORD101294,2026-03-14 14:18:00.682584,Saturday,1,Sunny,Whitefield,Momo,4,120,480
ORD101295,2026-03-14 14:34:00.682584,Saturday,1,Sunny,Whitefield,Aloo Paratha,4,30,120
ORD101296,2026-03-14 11:05:00.682584,Saturday,1,Sunny,Indraninagar,Biriyani,4,260,1040
ORD101297,2026-03-14 14:12:00.682584,Saturday,1,Sunny,Indraninagar,Momo,3,120,360
ORD101298,2026-03-14 14:25:00.682584,Saturday,1,Sunny,Indraninagar,Fish Finger,1,70,70
ORD101299,2026-03-14 19:59:00.682584,Saturday,1,Sunny,Indraninagar,Fish Finger,4,70,280
ORD101300,2026-03-14 22:41:00.682584,Saturday,1,Sunny,Koramangala,Cold Drink,4,60,240
ORD101301,2026-03-14 20:28:00.682584,Saturday,1,Sunny,HSR Layout,Chicken Bharta,2,250,500
ORD101302,2026-03-14 20:36:00.682584,Saturday,1,Sunny,Koramangala,Chicken Bharta,2,250,500
ORD101303,2026-03-14 14:15:00.682584,Saturday,1,Sunny,Indraninagar,Chicken Bharta,1,250,250
ORD101304,2026-03-14 21:40:00.682584,Saturday,1,Sunny,Indraninagar,Cold Drink,2,60,120
ORD101305,2026-03-14 18:28:00.682584,Saturday,1,Sunny,Whitefield,Biriyani,3,260,780
ORD101306,2026-03-14 19:47:00.682584,Saturday,1,Sunny,Whitefield,Cold Drink,3,60,180
ORD101307,2026-03-14 18:12:00.682584,Saturday,1,Sunny,Indraninagar,Chicken Bharta,2,250,500
ORD101308,2026-03-14 18:07:00.682584,Saturday,1,Sunny,Indraninagar,Cold Drink,4,60,240
ORD101309,2026-03-14 21:46:00.682584,Saturday,1,Sunny,HSR Layout,Cold Drink,3,60,180
ORD101310,2026-03-14 19:15:00.682584,Saturday,1,Sunny,Whitefield,Cold Drink,2,60,120
ORD101311,2026-03-14 13:47:00.682584,Saturday,1,Sunny,Whitefield,Fish Finger,2,70,140
ORD101312,2026-03-14 11:44:00.682584,Saturday,1,Sunny,HSR Layout,Aloo Paratha,2,30,60
ORD101313,2026-03-14 20:50:00.682584,Saturday,1,Sunny,Indraninagar,Fish Finger,2,70,140
ORD101314,2026-03-14 13:05:00.682584,Saturday,1,Sunny,Koramangala,Cold Drink,2,60,120
ORD101315,2026-03-14 15:22:00.682584,Saturday,1,Sunny,Whitefield,Chicken Bharta,2,250,500
ORD101316,2026-03-14 13:31:00.682584,Saturday,1,Sunny,Koramangala,Fish Finger,2,70,140
ORD101317,2026-03-14 20:15:00.682584,Saturday,1,Sunny,Whitefield,Fish Finger,2,70,140
ORD101318,2026-03-14 20:46:00.682584,Saturday,1,Sunny,Koramangala,Fish Finger,2,70,140
ORD101319,2026-03-14 18:05:00.682584,Saturday,1,Sunny,Whitefield,Momo,1,120,120
ORD101320,2026-03-14 13:45:00.682584,Saturday,1,Sunny,Indraninagar,Cold Drink,4,60,240
ORD101321,2026-03-14 21:58:00.682584,Saturday,1,Sunny,HSR Layout,Aloo Paratha,1,30,30
ORD101322,2026-03-14 13:54:00.682584,Saturday,1,Sunny,Koramangala,Cold Drink,1,60,60
ORD101323,2026-03-14 11:30:00.682584,Saturday,1,Sunny,Indraninagar,Fish Finger,4,70,280
ORD101324,2026-03-14 13:28:00.682584,Saturday,1,Sunny,Koramangala,Aloo Paratha,2,30,60
ORD101325,2026-03-14 13:01:00.682584,Saturday,1,Sunny,Indraninagar,Momo,2,120,240
ORD101326,2026-03-14 13:37:00.682584,Saturday,1,Sunny,HSR Layout,Aloo Paratha,3,30,90
ORD101327,2026-03-14 14:41:00.682584,Saturday,1,Sunny,Whitefield,Aloo Paratha,3,30,90
ORD101328,2026-03-14 19:32:00.682584,Saturday,1,Sunny,Whitefield,Fish Finger,4,70,280
ORD101329,2026-03-14 14:35:00.682584,Saturday,1,Sunny,Whitefield,Biriyani,2,260,520
ORD101330,2026-03-14 18:46:00.682584,Saturday,1,Sunny,Whitefield,Fish Finger,1,70,70
ORD101331,2026-03-14 14:28:00.682584,Saturday,1,Sunny,Koramangala,Chicken Bharta,3,250,750
ORD101332,2026-03-14 19:44:00.682584,Saturday,1,Sunny,Indraninagar,Aloo Paratha,3,30,90
ORD101333,2026-03-14 13:04:00.682584,Saturday,1,Sunny,Indraninagar,Chicken Bharta,1,250,250
ORD101334,2026-03-14 22:03:00.682584,Saturday,1,Sunny,Indraninagar,Biriyani,4,260,1040
ORD101335,2026-03-14 11:34:00.682584,Saturday,1,Sunny,HSR Layout,Momo,4,120,480
ORD101336,2026-03-14 21:47:00.682584,Saturday,1,Sunny,HSR Layout,Chicken Bharta,1,250,250
ORD101337,2026-03-14 21:40:00.682584,Saturday,1,Sunny,HSR Layout,Cold Drink,2,60,120
ORD101338,2026-03-14 13:33:00.682584,Saturday,1,Sunny,Koramangala,Aloo Paratha,4,30,120
ORD101339,2026-03-14 15:01:00.682584,Saturday,1,Sunny,HSR Layout,Momo,3,120,360
ORD101340,2026-03-14 19:44:00.682584,Saturday,1,Sunny,HSR Layout,Chicken Bharta,3,250,750
ORD101341,2026-03-14 16:14:00.682584,Saturday,1,Sunny,Whitefield,Aloo Paratha,3,30,90
ORD101342,2026-03-14 21:23:00.682584,Saturday,1,Sunny,HSR Layout,Cold Drink,1,60,60
ORD101343,2026-03-14 13:19:00.682584,Saturday,1,Sunny,Whitefield,Chicken Bharta,3,250,750
ORD101344,2026-03-14 14:47:00.682584,Saturday,1,Sunny,Indraninagar,Aloo Paratha,3,30,90
ORD101345,2026-03-14 22:09:00.682584,Saturday,1,Sunny,Koramangala,Fish Finger,4,70,280
ORD101346,2026-03-14 13:32:00.682584,Saturday,1,Sunny,Koramangala,Cold Drink,2,60,120
ORD101347,2026-03-14 15:36:00.682584,Saturday,1,Sunny,HSR Layout,Aloo Paratha,2,30,60
ORD101348,2026-03-14 14:45:00.682584,Saturday,1,Sunny,Whitefield,Biriyani,3,260,780
ORD101349,2026-03-14 12:06:00.682584,Saturday,1,Sunny,HSR Layout,Momo,4,120,480
ORD101350,2026-03-14 23:21:00.682584,Saturday,1,Sunny,Koramangala,Biriyani,2,260,520
ORD101351,2026-03-14 13:48:00.682584,Saturday,1,Sunny,Indraninagar,Momo,1,120,120
ORD101352,2026-03-14 22:22:00.682584,Saturday,1,Sunny,Koramangala,Cold Drink,2,60,120
ORD101353,2026-03-14 21:20:00.682584,Saturday,1,Sunny,Whitefield,Aloo Paratha,2,30,60
ORD101354,2026-03-14 17:37:00.682584,Saturday,1,Sunny,Indraninagar,Momo,1,120,120
ORD101355,2026-03-14 20:55:00.682584,Saturday,1,Sunny,Indraninagar,Biriyani,1,260,260
ORD101356,2026-03-14 21:33:00.682584,Saturday,1,Sunny,HSR Layout,Biriyani,3,260,780
ORD101357,2026-03-14 19:30:00.682584,Saturday,1,Sunny,Whitefield,Momo,4,120,480
ORD101358,2026-03-14 21:15:00.682584,Saturday,1,Sunny,Indraninagar,Aloo Paratha,3,30,90
ORD101359,2026-03-14 21:41:00.682584,Saturday,1,Sunny,Whitefield,Biriyani,4,260,1040
ORD101360,2026-03-14 11:21:00.682584,Saturday,1,Sunny,HSR Layout,Fish Finger,4,70,280
ORD101361,2026-03-14 22:51:00.682584,Saturday,1,Sunny,HSR Layout,Biriyani,1,260,260
ORD101362,2026-03-14 17:23:00.682584,Saturday,1,Sunny,Whitefield,Aloo Paratha,3,30,90
ORD101363,2026-03-14 21:39:00.682584,Saturday,1,Sunny,Koramangala,Aloo Paratha,1,30,30
ORD101364,2026-03-14 11:10:00.682584,Saturday,1,Sunny,Whitefield,Aloo Paratha,1,30,30
ORD101365,2026-03-14 19:49:00.682584,Saturday,1,Sunny,Koramangala,Fish Finger,2,70,140
ORD101366,2026-03-14 19:58:00.682584,Saturday,1,Sunny,Indraninagar,Biriyani,4,260,1040
ORD101367,2026-03-14 13:28:00.682584,Saturday,1,Sunny,Whitefield,Aloo Paratha,2,30,60
ORD101368,2026-03-14 18:22:00.682584,Saturday,1,Sunny,HSR Layout,Biriyani,1,260,260
ORD101369,2026-03-14 19:34:00.682584,Saturday,1,Sunny,Whitefield,Aloo Paratha,3,30,90
ORD101370,2026-03-14 13:14:00.682584,Saturday,1,Sunny,Whitefield,Cold Drink,3,60,180
ORD101371,2026-03-14 20:34:00.682584,Saturday,1,Sunny,Indraninagar,Fish Finger,4,70,280
ORD101372,2026-03-14 20:48:00.682584,Saturday,1,Sunny,HSR Layout,Chicken Bharta,2,250,500
ORD101373,2026-03-14 16:24:00.682584,Saturday,1,Sunny,Koramangala,Fish Finger,4,70,280
ORD101374,2026-03-14 21:42:00.682584,Saturday,1,Sunny,Whitefield,Fish Finger,4,70,280
ORD101375,2026-03-14 12:39:00.682584,Saturday,1,Sunny,Whitefield,Aloo Paratha,2,30,60
ORD101376,2026-03-14 21:13:00.682584,Saturday,1,Sunny,HSR Layout,Chicken Bharta,4,250,1000
ORD101377,2026-03-14 19:13:00.682584,Saturday,1,Sunny,Koramangala,Fish Finger,1,70,70
ORD101378,2026-03-14 20:46:00.682584,Saturday,1,Sunny,Koramangala,Momo,2,120,240
ORD101379,2026-03-14 20:51:00.682584,Saturday,1,Sunny,Whitefield,Aloo Paratha,3,30,90
ORD101380,2026-03-14 19:32:00.682584,Saturday,1,Sunny,Whitefield,Fish Finger,2,70,140
ORD101381,2026-03-14 11:45:00.682584,Saturday,1,Sunny,HSR Layout,Chicken Bharta,2,250,500
ORD101382,2026-03-14 14:39:00.682584,Saturday,1,Sunny,Koramangala,Momo,1,120,120
ORD101383,2026-03-14 16:17:00.682584,Saturday,1,Sunny,Whitefield,Momo,3,120,360
ORD101384,2026-03-14 12:51:00.682584,Saturday,1,Sunny,Indraninagar,Fish Finger,2,70,140
ORD101385,2026-03-14 19:22:00.682584,Saturday,1,Sunny,Indraninagar,Aloo Paratha,1,30,30
ORD101386,2026-03-14 20:49:00.682584,Saturday,1,Sunny,HSR Layout,Biriyani,1,260,260
ORD101387,2026-03-14 17:09:00.682584,Saturday,1,Sunny,Whitefield,Fish Finger,1,70,70
ORD101388,2026-03-14 17:26:00.682584,Saturday,1,Sunny,Koramangala,Cold Drink,3,60,180
ORD101389,2026-03-14 18:43:00.682584,Saturday,1,Sunny,HSR Layout,Aloo Paratha,2,30,60
ORD101390,2026-03-14 20:23:00.682584,Saturday,1,Sunny,HSR Layout,Aloo Paratha,3,30,90
ORD101391,2026-03-14 20:05:00.682584,Saturday,1,Sunny,Whitefield,Fish Finger,1,70,70
ORD101392,2026-03-14 11:17:00.682584,Saturday,1,Sunny,Indraninagar,Momo,1,120,120
ORD101393,2026-03-14 20:48:00.682584,Saturday,1,Sunny,Indraninagar,Fish Finger,3,70,210
ORD101394,2026-03-14 13:18:00.682584,Saturday,1,Sunny,Koramangala,Biriyani,2,260,520
ORD101395,2026-03-14 19:38:00.682584,Saturday,1,Sunny,Koramangala,Fish Finger,1,70,70
ORD101396,2026-03-14 14:15:00.682584,Saturday,1,Sunny,Indraninagar,Momo,1,120,120
ORD101397,2026-03-14 19:08:00.682584,Saturday,1,Sunny,Indraninagar,Chicken Bharta,4,250,1000
ORD101398,2026-03-14 17:40:00.682584,Saturday,1,Sunny,Koramangala,Momo,3,120,360
ORD101399,2026-03-14 20:58:00.682584,Saturday,1,Sunny,Whitefield,Chicken Bharta,3,250,750
ORD101400,2026-03-14 15:04:00.682584,Saturday,1,Sunny,Indraninagar,Biriyani,2,260,520
ORD101401,2026-03-14 17:40:00.682584,Saturday,1,Sunny,Indraninagar,Aloo Paratha,3,30,90
ORD101402,2026-03-14 19:32:00.682584,Saturday,1,Sunny,Indraninagar,Momo,2,120,240
ORD101403,2026-03-14 17:48:00.682584,Saturday,1,Sunny,Whitefield,Biriyani,4,260,1040
ORD101404,2026-03-14 19:17:00.682584,Saturday,1,Sunny,Indraninagar,Fish Finger,2,70,140
ORD101405,2026-03-14 21:18:00.682584,Saturday,1,Sunny,Koramangala,Fish Finger,4,70,280
ORD101406,2026-03-14 20:59:00.682584,Saturday,1,Sunny,Indraninagar,Chicken Bharta,3,250,750
ORD101407,2026-03-14 18:20:00.682584,Saturday,1,Sunny,Indraninagar,Chicken Bharta,4,250,1000
ORD101408,2026-03-14 17:40:00.682584,Saturday,1,Sunny,Whitefield,Fish Finger,4,70,280
ORD101409,2026-03-14 16:42:00.682584,Saturday,1,Sunny,Whitefield,Chicken Bharta,1,250,250
ORD101410,2026-03-14 13:04:00.682584,Saturday,1,Sunny,HSR Layout,Chicken Bharta,1,250,250
ORD101411,2026-03-14 14:07:00.682584,Saturday,1,Sunny,HSR Layout,Chicken Bharta,1,250,250
ORD101412,2026-03-14 14:19:00.682584,Saturday,1,Sunny,Indraninagar,Fish Finger,1,70,70
ORD101413,2026-03-14 17:53:00.682584,Saturday,1,Sunny,HSR Layout,Fish Finger,1,70,70
ORD101414,2026-03-14 20:54:00.682584,Saturday,1,Sunny,Whitefield,Chicken Bharta,2,250,500
ORD101415,2026-03-14 21:50:00.682584,Saturday,1,Sunny,HSR Layout,Fish Finger,2,70,140
ORD101416,2026-03-14 19:02:00.682584,Saturday,1,Sunny,Whitefield,Fish Finger,4,70,280
ORD101417,2026-03-14 23:33:00.682584,Saturday,1,Sunny,Indraninagar,Fish Finger,4,70,280
ORD101418,2026-03-14 19:08:00.682584,Saturday,1,Sunny,Whitefield,Cold Drink,2,60,120
ORD101419,2026-03-14 20:39:00.682584,Saturday,1,Sunny,HSR Layout,Biriyani,1,260,260
ORD101420,2026-03-14 17:46:00.682584,Saturday,1,Sunny,Indraninagar,Aloo Paratha,3,30,90
ORD101421,2026-03-14 23:01:00.682584,Saturday,1,Sunny,HSR Layout,Biriyani,3,260,780
ORD101422,2026-03-14 17:31:00.682584,Saturday,1,Sunny,Indraninagar,Momo,4,120,480
ORD101423,2026-03-14 13:58:00.682584,Saturday,1,Sunny,Koramangala,Fish Finger,2,70,140
ORD101424,2026-03-14 21:35:00.682584,Saturday,1,Sunny,HSR Layout,Chicken Bharta,1,250,250
ORD101425,2026-03-14 21:00:00.682584,Saturday,1,Sunny,Koramangala,Cold Drink,3,60,180
ORD101426,2026-03-14 23:49:00.682584,Saturday,1,Sunny,Whitefield,Biriyani,4,260,1040
ORD101427,2026-03-14 21:01:00.682584,Saturday,1,Sunny,Indraninagar,Fish Finger,3,70,210
ORD101428,2026-03-14 17:07:00.682584,Saturday,1,Sunny,Koramangala,Momo,1,120,120
ORD101429,2026-03-14 20:18:00.682584,Saturday,1,Sunny,HSR Layout,Aloo Paratha,1,30,30
ORD101430,2026-03-14 20:14:00.682584,Saturday,1,Sunny,Whitefield,Biriyani,3,260,780
ORD101431,2026-03-14 22:37:00.682584,Saturday,1,Sunny,Whitefield,Cold Drink,3,60,180
ORD101432,2026-03-14 14:50:00.682584,Saturday,1,Sunny,Koramangala,Chicken Bharta,3,250,750
ORD101433,2026-03-14 21:59:00.682584,Saturday,1,Sunny,HSR Layout,Chicken Bharta,1,250,250
ORD101434,2026-03-14 14:40:00.682584,Saturday,1,Sunny,HSR Layout,Chicken Bharta,1,250,250
ORD101435,2026-03-14 19:46:00.682584,Saturday,1,Sunny,Indraninagar,Momo,1,120,120
ORD101436,2026-03-14 16:12:00.682584,Saturday,1,Sunny,Indraninagar,Cold Drink,2,60,120
ORD101437,2026-03-14 14:41:00.682584,Saturday,1,Sunny,Koramangala,Fish Finger,3,70,210
ORD101438,2026-03-14 14:52:00.682584,Saturday,1,Sunny,Indraninagar,Fish Finger,4,70,280
ORD101439,2026-03-14 18:01:00.682584,Saturday,1,Sunny,Indraninagar,Biriyani,2,260,520
ORD101440,2026-03-14 20:02:00.682584,Saturday,1,Sunny,HSR Layout,Fish Finger,1,70,70
ORD101441,2026-03-14 14:51:00.682584,Saturday,1,Sunny,HSR Layout,Biriyani,4,260,1040
ORD101442,2026-03-14 13:09:00.682584,Saturday,1,Sunny,Indraninagar,Cold Drink,1,60,60
ORD101443,2026-03-14 22:17:00.682584,Saturday,1,Sunny,Indraninagar,Chicken Bharta,1,250,250
ORD101444,2026-03-14 16:28:00.682584,Saturday,1,Sunny,Whitefield,Fish Finger,2,70,140
ORD101445,2026-03-14 13:38:00.682584,Saturday,1,Sunny,HSR Layout,Fish Finger,3,70,210
ORD101446,2026-03-14 20:36:00.682584,Saturday,1,Sunny,HSR Layout,Cold Drink,1,60,60
ORD101447,2026-03-14 20:14:00.682584,Saturday,1,Sunny,Indraninagar,Chicken Bharta,1,250,250
ORD101448,2026-03-14 22:32:00.682584,Saturday,1,Sunny,Koramangala,Aloo Paratha,4,30,120
ORD101449,2026-03-14 11:04:00.682584,Saturday,1,Sunny,Koramangala,Aloo Paratha,3,30,90
ORD101450,2026-03-14 14:58:00.682584,Saturday,1,Sunny,Indraninagar,Chicken Bharta,1,250,250
ORD101451,2026-03-14 12:34:00.682584,Saturday,1,Sunny,HSR Layout,Fish Finger,3,70,210
ORD101452,2026-03-14 18:50:00.682584,Saturday,1,Sunny,Indraninagar,Fish Finger,3,70,210
ORD101453,2026-03-14 20:48:00.682584,Saturday,1,Sunny,Whitefield,Aloo Paratha,1,30,30
ORD101454,2026-03-14 18:55:00.682584,Saturday,1,Sunny,HSR Layout,Momo,4,120,480
ORD101455,2026-03-14 20:29:00.682584,Saturday,1,Sunny,HSR Layout,Biriyani,2,260,520
ORD101456,2026-03-14 20:11:00.682584,Saturday,1,Sunny,Whitefield,Aloo Paratha,1,30,30
ORD101457,2026-03-14 15:41:00.682584,Saturday,1,Sunny,Whitefield,Biriyani,1,260,260
ORD101458,2026-03-14 20:57:00.682584,Saturday,1,Sunny,Whitefield,Cold Drink,1,60,60
ORD101459,2026-03-14 21:49:00.682584,Saturday,1,Sunny,HSR Layout,Chicken Bharta,1,250,250
ORD101460,2026-03-14 21:00:00.682584,Saturday,1,Sunny,Koramangala,Momo,1,120,120
